employee_id,name,country_code,currency,salary_amount
EMP0526,Joseph White,NLD,EUR,3520.19
EMP0527,Elizabeth Harris,SWE,SEK,7650.83
EMP0528,Thomas Martin,CHE,CHF,5992.83
EMP0529,Jessica Thompson,USA,USD,3681.17
EMP0530,Charles Garcia,ITA,EUR,14091.39
EMP0531,Susan Martinez,GBR,GBP,6769.71
EMP0532,Christopher Robinson,CAN,CAD,8570.26
EMP0533,Karen Clark,AUS,AUD,7469.20
EMP0534,Daniel Rodriguez,FRA,EUR,10218.63
EMP0535,Nancy Lewis,DEU,EUR,6574.94
EMP0536,Matthew Lee,JPN,JPY,14083.48
EMP0537,Betty Walker,SGP,SGD,6799.11
EMP0538,Anthony Hall,NLD,EUR,5393.50
EMP0539,Margaret Allen,SWE,SEK,12434.09
EMP0540,Mark Young,CHE,CHF,10773.89
EMP0541,Stacy Jones,USA,USD,13870.00
EMP0542,Gene Wells,ITA,EUR,5150.10
EMP0543,Sarah Chen,GBR,GBP,6914.35
EMP0544,Michael Smith,CAN,CAD,7964.97
EMP0545,Emily Johnson,AUS,AUD,6332.06
EMP0546,David Williams,FRA,EUR,7687.60
EMP0547,Lisa Brown,DEU,EUR,3695.61
EMP0548,James Davis,JPN,JPY,11825.32
EMP0549,Maria Miller,SGP,SGD,4605.42
EMP0550,Robert Wilson,NLD,EUR,3294.48
EMP0551,Jennifer Moore,SWE,SEK,14835.79
EMP0552,William Taylor,CHE,CHF,7877.60
EMP0553,Patricia Anderson,USA,USD,5777.74
EMP0554,Richard Thomas,ITA,EUR,8836.23
EMP0555,Linda Jackson,GBR,GBP,12909.30
EMP0556,Joseph White,CAN,CAD,4898.07
EMP0557,Elizabeth Harris,AUS,AUD,13371.76
EMP0558,Thomas Martin,FRA,EUR,6175.14
EMP0559,Jessica Thompson,DEU,EUR,8921.26
EMP0560,Charles Garcia,JPN,JPY,8526.84
EMP0561,Susan Martinez,SGP,SGD,14782.32
EMP0562,Christopher Robinson,NLD,EUR,10398.96
EMP0563,Karen Clark,SWE,SEK,4168.90
EMP0564,Daniel Rodriguez,CHE,CHF,10857.23
EMP0565,Nancy Lewis,USA,USD,4208.49
EMP0566,Matthew Lee,ITA,EUR,8819.86
EMP0567,Betty Walker,GBR,GBP,3956.45
EMP0568,Anthony Hall,CAN,CAD,13253.28
EMP0569,Margaret Allen,AUS,AUD,5168.30
EMP0570,Mark Young,FRA,EUR,9245.47
EMP0571,Stacy Jones,DEU,EUR,10123.81
EMP0572,Gene Wells,JPN,JPY,4443.21
EMP0573,Sarah Chen,SGP,SGD,3854.91
EMP0574,Michael Smith,NLD,EUR,5089.08
EMP0575,Emily Johnson,SWE,SEK,10956.35
EMP0576,David Williams,CHE,CHF,4466.43
EMP0577,Lisa Brown,USA,USD,11468.11
EMP0578,James Davis,ITA,EUR,13992.16
EMP0579,Maria Miller,GBR,GBP,14621.01
EMP0580,Robert Wilson,CAN,CAD,7828.15
EMP0581,Jennifer Moore,AUS,AUD,3234.51
EMP0582,William Taylor,FRA,EUR,7964.88
EMP0583,Patricia Anderson,DEU,EUR,4398.12
EMP0584,Richard Thomas,JPN,JPY,8246.83
EMP0585,Linda Jackson,SGP,SGD,9168.44
EMP0586,Joseph White,NLD,EUR,14591.29
EMP0587,Elizabeth Harris,SWE,SEK,10326.42
EMP0588,Thomas Martin,CHE,CHF,3819.85
EMP0589,Jessica Thompson,USA,USD,4772.54
EMP0590,Charles Garcia,ITA,EUR,13777.45
EMP0591,Susan Martinez,GBR,GBP,4967.02
EMP0592,Christopher Robinson,CAN,CAD,7091.48
EMP0593,Karen Clark,AUS,AUD,6768.36
EMP0594,Daniel Rodriguez,FRA,EUR,13026.85
EMP0595,Nancy Lewis,DEU,EUR,5648.24
EMP0596,Matthew Lee,JPN,JPY,4015.58
EMP0597,Betty Walker,SGP,SGD,10430.01
EMP0598,Anthony Hall,NLD,EUR,12565.83
EMP0599,Margaret Allen,SWE,SEK,4659.50
EMP0600,Mark Young,CHE,CHF,8408.85
EMP0601,Stacy Jones,USA,USD,14930.67
EMP0602,Gene Wells,ITA,EUR,3290.70
EMP0603,Sarah Chen,GBR,GBP,11230.56
EMP0604,Michael Smith,CAN,CAD,9169.75
EMP0605,Emily Johnson,AUS,AUD,11424.28
EMP0606,David Williams,FRA,EUR,6345.48
EMP0607,Lisa Brown,DEU,EUR,3418.28
EMP0608,James Davis,JPN,JPY,5696.80
EMP0609,Maria Miller,SGP,SGD,7459.36
EMP0610,Robert Wilson,NLD,EUR,6334.50
EMP0611,Jennifer Moore,SWE,SEK,12805.93
EMP0612,William Taylor,CHE,CHF,7066.20
EMP0613,Patricia Anderson,USA,USD,14550.28
EMP0614,Richard Thomas,ITA,EUR,14409.61
EMP0615,Linda Jackson,GBR,GBP,8622.65
EMP0616,Joseph White,CAN,CAD,5738.46
EMP0617,Elizabeth Harris,AUS,AUD,3618.53
EMP0618,Thomas Martin,FRA,EUR,9051.40
EMP0619,Jessica Thompson,DEU,EUR,10157.28
EMP0620,Charles Garcia,JPN,JPY,8093.71
EMP0621,Susan Martinez,SGP,SGD,10453.31
EMP0622,Christopher Robinson,NLD,EUR,14657.69
EMP0623,Karen Clark,SWE,SEK,13722.78
EMP0624,Daniel Rodriguez,CHE,CHF,9741.91
EMP0625,Nancy Lewis,USA,USD,8433.29
EMP0626,Matthew Lee,ITA,EUR,3800.73
EMP0627,Betty Walker,GBR,GBP,11925.94
EMP0628,Anthony Hall,CAN,CAD,9066.85
EMP0629,Margaret Allen,AUS,AUD,3920.63
EMP0630,Mark Young,FRA,EUR,6423.71
EMP0631,Stacy Jones,DEU,EUR,4051.48
EMP0632,Gene Wells,JPN,JPY,7365.61
EMP0633,Sarah Chen,SGP,SGD,13592.79
EMP0634,Michael Smith,NLD,EUR,6603.29
EMP0635,Emily Johnson,SWE,SEK,6987.30
EMP0636,David Williams,CHE,CHF,13185.71
EMP0637,Lisa Brown,USA,USD,4399.03
EMP0638,James Davis,ITA,EUR,10158.57
EMP0639,Maria Miller,GBR,GBP,5746.16
EMP0640,Robert Wilson,CAN,CAD,8225.06
EMP0641,Jennifer Moore,AUS,AUD,5686.05
EMP0642,William Taylor,FRA,EUR,7516.38
EMP0643,Patricia Anderson,DEU,EUR,12703.65
EMP0644,Richard Thomas,JPN,JPY,6309.33
EMP0645,Linda Jackson,SGP,SGD,11635.49
EMP0646,Joseph White,NLD,EUR,12720.85
EMP0647,Elizabeth Harris,SWE,SEK,7235.78
EMP0648,Thomas Martin,CHE,CHF,8159.73
EMP0649,Jessica Thompson,USA,USD,9030.71
EMP0650,Charles Garcia,ITA,EUR,4989.59
EMP0651,Susan Martinez,GBR,GBP,12841.43
EMP0652,Christopher Robinson,CAN,CAD,8098.71
EMP0653,Karen Clark,AUS,AUD,8059.40
EMP0654,Daniel Rodriguez,FRA,EUR,5352.25
EMP0655,Nancy Lewis,DEU,EUR,9161.87
EMP0656,Matthew Lee,JPN,JPY,3387.75
EMP0657,Betty Walker,SGP,SGD,9191.19
EMP0658,Anthony Hall,NLD,EUR,11333.27
EMP0659,Margaret Allen,SWE,SEK,3602.87
EMP0660,Mark Young,CHE,CHF,11918.77
EMP0661,Stacy Jones,USA,USD,12089.43
EMP0662,Gene Wells,ITA,EUR,7501.19
EMP0663,Sarah Chen,GBR,GBP,6196.18
EMP0664,Michael Smith,CAN,CAD,6167.81
EMP0665,Emily Johnson,AUS,AUD,3786.01
EMP0666,David Williams,FRA,EUR,12107.69
EMP0667,Lisa Brown,DEU,EUR,4037.47
EMP0668,James Davis,JPN,JPY,6321.40
EMP0669,Maria Miller,SGP,SGD,10659.88
EMP0670,Robert Wilson,NLD,EUR,5443.56
EMP0671,Jennifer Moore,SWE,SEK,13096.95
EMP0672,William Taylor,CHE,CHF,5033.96
EMP0673,Patricia Anderson,USA,USD,8751.74
EMP0674,Richard Thomas,ITA,EUR,3975.61
EMP0675,Linda Jackson,GBR,GBP,14809.46
EMP0676,Joseph White,CAN,CAD,12689.85
EMP0677,Elizabeth Harris,AUS,AUD,8578.54
EMP0678,Thomas Martin,FRA,EUR,6779.97
EMP0679,Jessica Thompson,DEU,EUR,3011.72
EMP0680,Charles Garcia,JPN,JPY,13620.84
EMP0681,Susan Martinez,SGP,SGD,11300.26
EMP0682,Christopher Robinson,NLD,EUR,12736.44
EMP0683,Karen Clark,SWE,SEK,13599.34
EMP0684,Daniel Rodriguez,CHE,CHF,4265.89
EMP0685,Nancy Lewis,USA,USD,8396.59
EMP0686,Matthew Lee,ITA,EUR,13881.30
EMP0687,Betty Walker,GBR,GBP,3517.64
EMP0688,Anthony Hall,CAN,CAD,4768.78
EMP0689,Margaret Allen,AUS,AUD,9911.78
EMP0690,Mark Young,FRA,EUR,9738.23
EMP0691,Stacy Jones,DEU,EUR,3730.27
EMP0692,Gene Wells,JPN,JPY,9289.83
EMP0693,Sarah Chen,SGP,SGD,13631.91
EMP0694,Michael Smith,NLD,EUR,5857.13
EMP0695,Emily Johnson,SWE,SEK,8831.10
EMP0696,David Williams,CHE,CHF,10749.96
EMP0697,Lisa Brown,USA,USD,11882.79
EMP0698,James Davis,ITA,EUR,9556.67
EMP0699,Maria Miller,GBR,GBP,10739.80
EMP0700,Robert Wilson,CAN,CAD,7629.03
EMP0701,Jennifer Moore,AUS,AUD,7204.52
EMP0702,William Taylor,FRA,EUR,5403.25
EMP0703,Patricia Anderson,DEU,EUR,12208.37
EMP0704,Richard Thomas,JPN,JPY,3279.75
EMP0705,Linda Jackson,SGP,SGD,14596.25
EMP0706,Joseph White,NLD,EUR,3387.09
EMP0707,Elizabeth Harris,SWE,SEK,5398.26
EMP0708,Thomas Martin,CHE,CHF,9524.74
EMP0709,Jessica Thompson,USA,USD,3317.99
EMP0710,Charles Garcia,ITA,EUR,6909.21
EMP0711,Susan Martinez,GBR,GBP,7034.33
EMP0712,Christopher Robinson,CAN,CAD,5248.65
EMP0713,Karen Clark,AUS,AUD,12732.73
EMP0714,Daniel Rodriguez,FRA,EUR,3194.01
EMP0715,Nancy Lewis,DEU,EUR,4553.16
EMP0716,Matthew Lee,JPN,JPY,14939.69
EMP0717,Betty Walker,SGP,SGD,5953.74
EMP0718,Anthony Hall,NLD,EUR,11561.60
EMP0719,Margaret Allen,SWE,SEK,14634.21
EMP0720,Mark Young,CHE,CHF,11702.62
EMP0721,Stacy Jones,USA,USD,13555.72
EMP0722,Gene Wells,ITA,EUR,8858.17
EMP0723,Sarah Chen,GBR,GBP,8675.34
EMP0724,Michael Smith,CAN,CAD,14243.71
EMP0725,Emily Johnson,AUS,AUD,3839.38
EMP0726,David Williams,FRA,EUR,12872.00
EMP0727,Lisa Brown,DEU,EUR,10587.55
EMP0728,James Davis,JPN,JPY,8837.80
EMP0729,Maria Miller,SGP,SGD,14676.32
EMP0730,Robert Wilson,NLD,EUR,8990.12
EMP0731,Jennifer Moore,SWE,SEK,10706.14
EMP0732,William Taylor,CHE,CHF,12812.96
EMP0733,Patricia Anderson,USA,USD,13616.89
EMP0734,Richard Thomas,ITA,EUR,6082.83
EMP0735,Linda Jackson,GBR,GBP,6061.38
EMP0736,Joseph White,CAN,CAD,14985.05
EMP0737,Elizabeth Harris,AUS,AUD,13543.72
EMP0738,Thomas Martin,FRA,EUR,8733.32
EMP0739,Jessica Thompson,DEU,EUR,6572.28
EMP0740,Charles Garcia,JPN,JPY,9939.74
EMP0741,Susan Martinez,SGP,SGD,6771.04
EMP0742,Christopher Robinson,NLD,EUR,5824.36
EMP0743,Karen Clark,SWE,SEK,4313.57
EMP0744,Daniel Rodriguez,CHE,CHF,13603.34
EMP0745,Nancy Lewis,USA,USD,4467.50
EMP0746,Matthew Lee,ITA,EUR,8302.14
EMP0747,Betty Walker,GBR,GBP,3522.80
EMP0748,Anthony Hall,CAN,CAD,14196.75
EMP0749,Margaret Allen,AUS,AUD,12739.25
EMP0750,Mark Young,FRA,EUR,6364.38
EMP0751,Stacy Jones,DEU,EUR,6349.10
EMP0752,Gene Wells,JPN,JPY,6367.04
EMP0753,Sarah Chen,SGP,SGD,10819.11
EMP0754,Michael Smith,NLD,EUR,14575.02
EMP0755,Emily Johnson,SWE,SEK,8230.77
EMP0756,David Williams,CHE,CHF,11012.73
EMP0757,Lisa Brown,USA,USD,6137.06
EMP0758,James Davis,ITA,EUR,12349.91
EMP0759,Maria Miller,GBR,GBP,8091.91
EMP0760,Robert Wilson,CAN,CAD,5522.91
EMP0761,Jennifer Moore,AUS,AUD,8532.86
EMP0762,William Taylor,FRA,EUR,5932.74
EMP0763,Patricia Anderson,DEU,EUR,3557.63
EMP0764,Richard Thomas,JPN,JPY,5810.00
EMP0765,Linda Jackson,SGP,SGD,3845.99
EMP0766,Joseph White,NLD,EUR,8329.21
EMP0767,Elizabeth Harris,SWE,SEK,5781.63
EMP0768,Thomas Martin,CHE,CHF,9578.40
EMP0769,Jessica Thompson,USA,USD,14988.58
EMP0770,Charles Garcia,ITA,EUR,14763.22
EMP0771,Susan Martinez,GBR,GBP,5233.64
EMP0772,Christopher Robinson,CAN,CAD,9021.52
EMP0773,Karen Clark,AUS,AUD,8201.36
EMP0774,Daniel Rodriguez,FRA,EUR,10784.24
EMP0775,Nancy Lewis,DEU,EUR,13083.77
EMP0776,Matthew Lee,JPN,JPY,12867.24
EMP0777,Betty Walker,SGP,SGD,12142.50
EMP0778,Anthony Hall,NLD,EUR,13891.28
EMP0779,Margaret Allen,SWE,SEK,11737.49
EMP0780,Mark Young,CHE,CHF,14445.49
EMP0781,Stacy Jones,USA,USD,6399.38
EMP0782,Gene Wells,ITA,EUR,8780.64
EMP0783,Sarah Chen,GBR,GBP,6647.34
EMP0784,Michael Smith,CAN,CAD,3140.67
EMP0785,Emily Johnson,AUS,AUD,7421.07
EMP0786,David Williams,FRA,EUR,5364.36
EMP0787,Lisa Brown,DEU,EUR,10916.91
EMP0788,James Davis,JPN,JPY,9053.51
EMP0789,Maria Miller,SGP,SGD,6084.22
EMP0790,Robert Wilson,NLD,EUR,12465.47
EMP0791,Jennifer Moore,SWE,SEK,9043.38
EMP0792,William Taylor,CHE,CHF,10245.09
EMP0793,Patricia Anderson,USA,USD,12559.11
EMP0794,Richard Thomas,ITA,EUR,10771.77
EMP0795,Linda Jackson,GBR,GBP,3628.05
EMP0796,Joseph White,CAN,CAD,4554.41
EMP0797,Elizabeth Harris,AUS,AUD,14764.07
EMP0798,Thomas Martin,FRA,EUR,14854.01
EMP0799,Jessica Thompson,DEU,EUR,3907.12
EMP0800,Charles Garcia,JPN,JPY,4632.40
EMP0801,Susan Martinez,SGP,SGD,3312.85
EMP0802,Christopher Robinson,NLD,EUR,6916.34
EMP0803,Karen Clark,SWE,SEK,14402.31
EMP0804,Daniel Rodriguez,CHE,CHF,11264.98
EMP0805,Nancy Lewis,USA,USD,6748.66
EMP0806,Matthew Lee,ITA,EUR,13173.00
EMP0807,Betty Walker,GBR,GBP,3004.84
EMP0808,Anthony Hall,CAN,CAD,14977.40
EMP0809,Margaret Allen,AUS,AUD,13176.30
EMP0810,Mark Young,FRA,EUR,3783.65
EMP0811,Stacy Jones,DEU,EUR,6901.97
EMP0812,Gene Wells,JPN,JPY,6052.57
EMP0813,Sarah Chen,SGP,SGD,10004.38
EMP0814,Michael Smith,NLD,EUR,9105.78
EMP0815,Emily Johnson,SWE,SEK,8435.22
EMP0816,David Williams,CHE,CHF,3691.24
EMP0817,Lisa Brown,USA,USD,3577.00
EMP0818,James Davis,ITA,EUR,13444.95
EMP0819,Maria Miller,GBR,GBP,13931.24
EMP0820,Robert Wilson,CAN,CAD,14285.97
EMP0821,Jennifer Moore,AUS,AUD,10415.64
EMP0822,William Taylor,FRA,EUR,3607.29
EMP0823,Patricia Anderson,DEU,EUR,10406.80
EMP0824,Richard Thomas,JPN,JPY,14456.31
EMP0825,Linda Jackson,SGP,SGD,8311.47
EMP0826,Joseph White,NLD,EUR,8159.98
EMP0827,Elizabeth Harris,SWE,SEK,9136.48
EMP0828,Thomas Martin,CHE,CHF,7580.42
EMP0829,Jessica Thompson,USA,USD,3100.21
EMP0830,Charles Garcia,ITA,EUR,4027.38
EMP0831,Susan Martinez,GBR,GBP,5255.41
EMP0832,Christopher Robinson,CAN,CAD,4424.60
EMP0833,Karen Clark,AUS,AUD,3090.15
EMP0834,Daniel Rodriguez,FRA,EUR,8355.91
EMP0835,Nancy Lewis,DEU,EUR,9355.41
EMP0836,Matthew Lee,JPN,JPY,5591.02
EMP0837,Betty Walker,SGP,SGD,7847.00
EMP0838,Anthony Hall,NLD,EUR,7662.99
EMP0839,Margaret Allen,SWE,SEK,13080.94
EMP0840,Mark Young,CHE,CHF,3519.03
EMP0841,Stacy Jones,USA,USD,4722.76
EMP0842,Gene Wells,ITA,EUR,9661.04
EMP0843,Sarah Chen,GBR,GBP,5659.14
EMP0844,Michael Smith,CAN,CAD,11291.64
EMP0845,Emily Johnson,AUS,AUD,4149.86
EMP0846,David Williams,FRA,EUR,9254.37
EMP0847,Lisa Brown,DEU,EUR,5280.06
EMP0848,James Davis,JPN,JPY,5618.26
EMP0849,Maria Miller,SGP,SGD,14719.53
EMP0850,Robert Wilson,NLD,EUR,9512.06
EMP0851,Jennifer Moore,SWE,SEK,12684.70
EMP0852,William Taylor,CHE,CHF,7302.38
EMP0853,Patricia Anderson,USA,USD,5869.53
EMP0854,Richard Thomas,ITA,EUR,6265.46
EMP0855,Linda Jackson,GBR,GBP,3963.11
EMP0856,Joseph White,CAN,CAD,7073.64
EMP0857,Elizabeth Harris,AUS,AUD,4487.94
EMP0858,Thomas Martin,FRA,EUR,12717.03
EMP0859,Jessica Thompson,DEU,EUR,7977.81
EMP0860,Charles Garcia,JPN,JPY,9845.89
EMP0861,Susan Martinez,SGP,SGD,9323.43
EMP0862,Christopher Robinson,NLD,EUR,8353.62
EMP0863,Karen Clark,SWE,SEK,12793.39
EMP0864,Daniel Rodriguez,CHE,CHF,3580.58
EMP0865,Nancy Lewis,USA,USD,3193.74
EMP0866,Matthew Lee,ITA,EUR,12919.00
EMP0867,Betty Walker,GBR,GBP,7039.49
EMP0868,Anthony Hall,CAN,CAD,8399.97
EMP0869,Margaret Allen,AUS,AUD,6916.29
EMP0870,Mark Young,FRA,EUR,12585.17
EMP0871,Stacy Jones,DEU,EUR,14537.60
EMP0872,Gene Wells,JPN,JPY,7136.45
EMP0873,Sarah Chen,SGP,SGD,12853.84
EMP0874,Michael Smith,NLD,EUR,9877.94
EMP0875,Emily Johnson,SWE,SEK,9078.30
EMP0876,David Williams,CHE,CHF,8235.07
EMP0877,Lisa Brown,USA,USD,4890.61
EMP0878,James Davis,ITA,EUR,12679.13
EMP0879,Maria Miller,GBR,GBP,7158.17
EMP0880,Robert Wilson,CAN,CAD,4954.65
EMP0881,Jennifer Moore,AUS,AUD,12549.74
EMP0882,William Taylor,FRA,EUR,4056.64
EMP0883,Patricia Anderson,DEU,EUR,12016.08
EMP0884,Richard Thomas,JPN,JPY,4616.51
EMP0885,Linda Jackson,SGP,SGD,5631.39
EMP0886,Joseph White,NLD,EUR,4669.37
EMP0887,Elizabeth Harris,SWE,SEK,8813.67
EMP0888,Thomas Martin,CHE,CHF,14663.46
EMP0889,Jessica Thompson,USA,USD,14452.84
EMP0890,Charles Garcia,ITA,EUR,7630.62
EMP0891,Susan Martinez,GBR,GBP,9066.38
EMP0892,Christopher Robinson,CAN,CAD,5909.92
EMP0893,Karen Clark,AUS,AUD,5542.70
EMP0894,Daniel Rodriguez,FRA,EUR,7510.93
EMP0895,Nancy Lewis,DEU,EUR,5522.82
EMP0896,Matthew Lee,JPN,JPY,7791.58
EMP0897,Betty Walker,SGP,SGD,9397.40
EMP0898,Anthony Hall,NLD,EUR,13496.37
EMP0899,Margaret Allen,SWE,SEK,10713.98
EMP0900,Mark Young,CHE,CHF,8217.10
EMP0901,Stacy Jones,USA,USD,4810.51
EMP0902,Gene Wells,ITA,EUR,6037.11
EMP0903,Sarah Chen,GBR,GBP,10249.99
EMP0904,Michael Smith,CAN,CAD,7373.93
EMP0905,Emily Johnson,AUS,AUD,14350.89
EMP0906,David Williams,FRA,EUR,6633.03
EMP0907,Lisa Brown,DEU,EUR,7076.35
EMP0908,James Davis,JPN,JPY,12321.47
EMP0909,Maria Miller,SGP,SGD,5114.72
EMP0910,Robert Wilson,NLD,EUR,5918.90
EMP0911,Jennifer Moore,SWE,SEK,14147.93
EMP0912,William Taylor,CHE,CHF,10384.16
EMP0913,Patricia Anderson,USA,USD,11041.16
EMP0914,Richard Thomas,ITA,EUR,5039.12
EMP0915,Linda Jackson,GBR,GBP,13178.76
EMP0916,Joseph White,CAN,CAD,13946.87
EMP0917,Elizabeth Harris,AUS,AUD,8705.28
EMP0918,Thomas Martin,FRA,EUR,9865.84
EMP0919,Jessica Thompson,DEU,EUR,5415.31
EMP0920,Charles Garcia,JPN,JPY,4988.51
EMP0921,Susan Martinez,SGP,SGD,14017.56
EMP0922,Christopher Robinson,NLD,EUR,7879.01
EMP0923,Karen Clark,SWE,SEK,8514.76
EMP0924,Daniel Rodriguez,CHE,CHF,11646.23
EMP0925,Nancy Lewis,USA,USD,5635.00
EMP0926,Matthew Lee,ITA,EUR,9091.41
EMP0927,Betty Walker,GBR,GBP,6109.67
EMP0928,Anthony Hall,CAN,CAD,8797.94
EMP0929,Margaret Allen,AUS,AUD,4727.81
EMP0930,Mark Young,FRA,EUR,9096.33
EMP0931,Stacy Jones,DEU,EUR,3664.92
EMP0932,Gene Wells,JPN,JPY,7738.92
EMP0933,Sarah Chen,SGP,SGD,3644.73
EMP0934,Michael Smith,NLD,EUR,7566.28
EMP0935,Emily Johnson,SWE,SEK,3951.40
EMP0936,David Williams,CHE,CHF,3474.91
EMP0937,Lisa Brown,USA,USD,7735.44
EMP0938,James Davis,ITA,EUR,4938.93
EMP0939,Maria Miller,GBR,GBP,4004.12
EMP0940,Robert Wilson,CAN,CAD,12249.92
EMP0941,Jennifer Moore,AUS,AUD,12811.21
EMP0942,William Taylor,FRA,EUR,8629.33
EMP0943,Patricia Anderson,DEU,EUR,10280.17
EMP0944,Richard Thomas,JPN,JPY,9985.11
EMP0945,Linda Jackson,SGP,SGD,8341.66
EMP0946,Joseph White,NLD,EUR,5925.09
EMP0947,Elizabeth Harris,SWE,SEK,14791.00
EMP0948,Thomas Martin,CHE,CHF,10965.49
EMP0949,Jessica Thompson,USA,USD,13268.66
EMP0950,Charles Garcia,ITA,EUR,5954.03
EMP0951,Susan Martinez,GBR,GBP,11789.79
EMP0952,Christopher Robinson,CAN,CAD,6360.47
EMP0953,Karen Clark,AUS,AUD,9536.72
EMP0954,Daniel Rodriguez,FRA,EUR,10583.34
EMP0955,Nancy Lewis,DEU,EUR,5582.61
EMP0956,Matthew Lee,JPN,JPY,3678.21
EMP0957,Betty Walker,SGP,SGD,5303.88
EMP0958,Anthony Hall,NLD,EUR,13666.72
EMP0959,Margaret Allen,SWE,SEK,6387.62
EMP0960,Mark Young,CHE,CHF,3592.72
EMP0961,Stacy Jones,USA,USD,4194.50
EMP0962,Gene Wells,ITA,EUR,10759.07
EMP0963,Sarah Chen,GBR,GBP,3451.56
EMP0964,Michael Smith,CAN,CAD,12950.93
EMP0965,Emily Johnson,AUS,AUD,8290.14
EMP0966,David Williams,FRA,EUR,7262.54
EMP0967,Lisa Brown,DEU,EUR,14701.86
EMP0968,James Davis,JPN,JPY,14289.89
EMP0969,Maria Miller,SGP,SGD,7085.83
EMP0970,Robert Wilson,NLD,EUR,13403.72
EMP0971,Jennifer Moore,SWE,SEK,8772.53
EMP0972,William Taylor,CHE,CHF,9526.77
EMP0973,Patricia Anderson,USA,USD,14235.22
EMP0974,Richard Thomas,ITA,EUR,9235.86
EMP0975,Linda Jackson,GBR,GBP,6206.76
EMP0976,Joseph White,CAN,CAD,13295.09
EMP0977,Elizabeth Harris,AUS,AUD,13948.97
EMP0978,Thomas Martin,FRA,EUR,14576.89
EMP0979,Jessica Thompson,DEU,EUR,3003.74
EMP0980,Charles Garcia,JPN,JPY,12809.27
EMP0981,Susan Martinez,SGP,SGD,11853.93
EMP0982,Christopher Robinson,NLD,EUR,11742.66
EMP0983,Karen Clark,SWE,SEK,10442.15
EMP0984,Daniel Rodriguez,CHE,CHF,14458.25
EMP0985,Nancy Lewis,USA,USD,12545.15
EMP0986,Matthew Lee,ITA,EUR,12363.73
EMP0987,Betty Walker,GBR,GBP,5875.10
EMP0988,Anthony Hall,CAN,CAD,4834.77
EMP0989,Margaret Allen,AUS,AUD,14898.92
EMP0990,Mark Young,FRA,EUR,5747.20
EMP0991,Stacy Jones,DEU,EUR,10390.61
EMP0992,Gene Wells,JPN,JPY,7248.28
EMP0993,Sarah Chen,SGP,SGD,13376.98
EMP0994,Michael Smith,NLD,EUR,5795.36
EMP0995,Emily Johnson,SWE,SEK,13731.51
EMP0996,David Williams,CHE,CHF,6357.71
EMP0997,Lisa Brown,USA,USD,13699.25
EMP0998,James Davis,ITA,EUR,14713.80
EMP0999,Maria Miller,GBR,GBP,9663.04
EMP1000,Robert Wilson,CAN,CAD,9348.71
EMP1001,Jennifer Moore,AUS,AUD,14472.73
EMP1002,William Taylor,FRA,EUR,3743.69
EMP1003,Patricia Anderson,DEU,EUR,14273.43
EMP1004,Richard Thomas,JPN,JPY,5283.34
EMP1005,Linda Jackson,SGP,SGD,7284.80
EMP1006,Joseph White,NLD,EUR,13918.52
EMP1007,Elizabeth Harris,SWE,SEK,10974.01
EMP1008,Thomas Martin,CHE,CHF,7756.50
EMP1009,Jessica Thompson,USA,USD,9758.01
EMP1010,Charles Garcia,ITA,EUR,7118.38
EMP1011,Susan Martinez,GBR,GBP,11581.03
EMP1012,Christopher Robinson,CAN,CAD,3530.36
EMP1013,Karen Clark,AUS,AUD,3694.75
EMP1014,Daniel Rodriguez,FRA,EUR,13937.96
EMP1015,Nancy Lewis,DEU,EUR,4541.97
EMP1016,Matthew Lee,JPN,JPY,6340.81
EMP1017,Betty Walker,SGP,SGD,5366.55
EMP1018,Anthony Hall,NLD,EUR,6558.21
EMP1019,Margaret Allen,SWE,SEK,10339.84
EMP1020,Mark Young,CHE,CHF,14350.01
EMP1021,Stacy Jones,USA,USD,11525.27
EMP1022,Gene Wells,ITA,EUR,3308.00
EMP1023,Sarah Chen,GBR,GBP,5440.39
EMP1024,Michael Smith,CAN,CAD,14757.36
EMP1025,Emily Johnson,AUS,AUD,11676.53
EMP1026,David Williams,FRA,EUR,7746.61
EMP1027,Lisa Brown,DEU,EUR,12986.76
EMP1028,James Davis,JPN,JPY,11926.83
EMP1029,Maria Miller,SGP,SGD,9216.31
EMP1030,Robert Wilson,NLD,EUR,13368.01
EMP1031,Jennifer Moore,SWE,SEK,9159.01
EMP1032,William Taylor,CHE,CHF,3524.01
EMP1033,Patricia Anderson,USA,USD,8658.85
EMP1034,Richard Thomas,ITA,EUR,5546.85
EMP1035,Linda Jackson,GBR,GBP,6410.14
EMP1036,Joseph White,CAN,CAD,8578.81
EMP1037,Elizabeth Harris,AUS,AUD,13344.42
EMP1038,Thomas Martin,FRA,EUR,9208.23
EMP1039,Jessica Thompson,DEU,EUR,13223.06
EMP1040,Charles Garcia,JPN,JPY,4932.67
EMP1041,Susan Martinez,SGP,SGD,8829.35
EMP1042,Christopher Robinson,NLD,EUR,4354.48
EMP1043,Karen Clark,SWE,SEK,10648.96
EMP1044,Daniel Rodriguez,CHE,CHF,4594.69
EMP1045,Nancy Lewis,USA,USD,8560.49
EMP1046,Matthew Lee,ITA,EUR,3513.22
EMP1047,Betty Walker,GBR,GBP,4781.16
EMP1048,Anthony Hall,CAN,CAD,13866.51
EMP1049,Margaret Allen,AUS,AUD,12475.01
EMP1050,Mark Young,FRA,EUR,11007.49
